"","x"
"6138","2"
"6139","0"
"6140","3"
"6141","1"
"6142","0"
"6143","4"
"6144","0"
"6145","1"
"6146","0"
"6147","1"
"6148","4"
"6149","1"
"6150","4"
"6151","0"
"6152","4"
"6153","4"
"6154","0"
"6155","2"
"6156","0"
"6157","3"
"6158","4"
"6159","0"
"6160","4"
"6161","1"
"6162","0"
"6163","0"
"6164","1"
"6165","2"
"6166","3"
"6167","1"
"6168","1"
"6169","4"
"6170","0"
"6171","0"
"6172","0"
"6173","4"
"6174","4"
"6175","0"
"6176","0"
"6177","0"
"6178","0"
"6179","2"
"6180","4"
"6181","0"
"6182","4"
"6183","1"
"6184","0"
"6185","0"
"6186","2"
"6187","0"
"6188","0"
"6189","1"
"6190","0"
"6191","1"
"6192","0"
"6193","0"
"6194","1"
"6195","1"
"6196","4"
"6197","0"
"6198","1"
"6199","0"
"6200","0"
"6201","0"
"6202","0"
"6203","1"
"6204","0"
"6205","0"
"6206","1"
"6207","0"
"6208","1"
"6209","4"
"6210","0"
"6211","3"
"6212","0"
"6213","4"
"6214","1"
"6215","3"
"6216","2"
"6217","0"
"6218","0"
"6219","3"
"6220","4"
"6221","0"
"6222","1"
"6223","0"
"6224","0"
"6225","1"
"6226","0"
"6227","4"
"6228","0"
"6229","0"
"6230","1"
"6231","1"
"6232","3"
"6233","0"
"6234","0"
"6235","1"
"6236","1"
"6237","1"
"6238","0"
"6239","4"
"6240","1"
"6241","0"
"6242","0"
"6243","0"
"6244","0"
"6245","1"
"6246","0"
"6247","4"
"6248","0"
"6249","0"
"6250","3"
"6251","0"
"6252","0"
"6253","0"
"6254","0"
"6255","2"
"6256","0"
"6257","3"
"6258","4"
"6259","0"
"6260","3"
"6261","0"
"6262","3"
"6263","3"
"6264","1"
"6265","0"
"6266","2"
"6267","0"
"6268","2"
"6269","1"
"6270","1"
"6271","0"
"6272","1"
"6273","0"
"6274","0"
"6275","1"
"6276","4"
"6277","4"
"6278","2"
"6279","1"
"6280","0"
"6281","0"
"6282","0"
"6283","3"
"6284","0"
"6285","0"
"6286","3"
"6287","1"
"6288","1"
"6289","0"
"6290","0"
"6291","4"
"6292","0"
"6293","1"
"6294","0"
"6295","0"
"6296","0"
"6297","4"
"6298","4"
"6299","0"
"6300","0"
"6301","2"
"6302","0"
"6303","0"
"6304","0"
"6305","3"
"6306","4"
"6307","1"
"6308","0"
"6309","2"
"6310","0"
"6311","4"
"6312","1"
"6313","0"
"6314","3"
"6315","0"
"6316","4"
"6317","1"
"6318","4"
"6319","0"
"6320","0"
"6321","0"
"6322","0"
"6323","0"
"6324","4"
"6325","0"
"6326","0"
"6327","4"
"6328","1"
"6329","1"
"6330","0"
"6331","0"
"6332","0"
"6333","1"
"6334","2"
"6335","0"
"6336","0"
"6337","2"
"6338","2"
"6339","0"
"6340","2"
"6341","0"
"6342","0"
"6343","0"
"6344","0"
"6345","0"
"6346","1"
"6347","0"
"6348","1"
"6349","4"
"6350","1"
"6351","0"
"6352","4"
"6353","4"
"6354","0"
"6355","4"
"6356","2"
"6357","1"
"6358","2"
"6359","0"
"6360","2"
"6361","0"
"6362","0"
"6363","0"
"6364","2"
"6365","4"
"6366","0"
"6367","2"
"6368","0"
"6369","1"
"6370","0"
"6371","1"
"6372","1"
"6373","0"
"6374","4"
"6375","0"
"6376","1"
"6377","2"
"6378","0"
"6379","0"
"6380","2"
"6381","1"
"6382","4"
"6383","0"
"6384","2"
"6385","3"
"6386","2"
"6387","1"
"6388","1"
"6389","0"
"6390","0"
"6391","2"
"6392","2"
"6393","0"
"6394","1"
"6395","0"
"6396","2"
"6397","0"
"6398","0"
"6399","4"
"6400","0"
"6401","4"
"6402","4"
"6403","0"
"6404","0"
"6405","1"
"6406","2"
"6407","2"
"6408","0"
"6409","2"
"6410","2"
"6411","1"
"6412","0"
"6413","4"
"6414","0"
"6415","1"
"6416","2"
"6417","0"
"6418","0"
"6419","2"
"6420","1"
"6421","0"
"6422","4"
"6423","1"
"6424","0"
"6425","0"
"6426","0"
"6427","0"
"6428","4"
"6429","0"
"6430","4"
"6431","4"
"6432","1"
"6433","0"
"6434","4"
"6435","0"
"6436","1"
"6437","0"
"6438","4"
"6439","4"
"6440","0"
"6441","0"
"6442","2"
"6443","1"
"6444","0"
"6445","0"
"6446","0"
"6447","0"
"6448","0"
"6449","1"
"6450","0"
"6451","0"
"6452","0"
"6453","0"
"6454","1"
"6455","1"
"6456","0"
"6457","4"
"6458","1"
"6459","2"
"6460","2"
"6461","1"
"6462","0"
"6463","1"
"6464","0"
"6465","2"
"6466","0"
"6467","0"
"6468","1"
"6469","0"
"6470","1"
"6471","3"
"6472","0"
"6473","0"
"6474","0"
"6475","0"
"6476","4"
"6477","3"
"6478","1"
"6479","3"
"6480","1"
"6481","0"
"6482","2"
"6483","3"
"6484","1"
"6485","4"
"6486","0"
"6487","0"
"6488","0"
"6489","4"
"6490","3"
"6491","0"
"6492","0"
"6493","0"
"6494","1"
"6495","1"
"6496","2"
"6497","4"
"6498","0"
"6499","1"
"6500","1"
"6501","0"
"6502","3"
"6503","3"
"6504","4"
"6505","0"
"6506","4"
"6507","1"
"6508","1"
"6509","0"
"6510","2"
"6511","3"
"6512","0"
"6513","0"
"6514","0"
"6515","0"
"6516","0"
"6517","4"
"6518","1"
"6519","4"
"6520","0"
"6521","3"
"6522","0"
"6523","0"
"6524","0"
"6525","2"
"6526","0"
"6527","0"
"6528","0"
"6529","0"
"6530","0"
"6531","4"
"6532","0"
"6533","1"
"6534","1"
"6535","1"
"6536","0"
"6537","0"
"6538","3"
"6539","0"
"6540","1"
"6541","1"
"6542","0"
"6543","1"
"6544","4"
"6545","0"
"6546","0"
"6547","0"
"6548","1"
"6549","4"
"6550","0"
"6551","0"
"6552","0"
"6553","1"
"6554","1"
"6555","0"
"6556","0"
"6557","1"
"6558","0"
"6559","1"
"6560","0"
"6561","3"
"6562","4"
"6563","2"
"6564","4"
"6565","0"
"6566","0"
"6567","0"
"6568","0"
"6569","0"
"6570","0"
"6571","0"
"6572","0"
"6573","0"
"6574","1"
"6575","4"
"6576","0"
"6577","0"
"6578","4"
"6579","0"
"6580","0"
"6581","0"
"6582","0"
"6583","0"
"6584","0"
"6585","3"
"6586","0"
"6587","4"
"6588","0"
"6589","2"
"6590","3"
"6591","0"
"6592","0"
"6593","0"
"6594","0"
"6595","0"
"6596","3"
"6597","0"
"6598","2"
"6599","0"
"6600","1"
"6601","4"
"6602","0"
"6603","1"
"6604","1"
"6605","0"
"6606","0"
"6607","0"
"6608","0"
"6609","1"
"6610","0"
"6611","1"
"6612","2"
"6613","3"
"6614","4"
"6615","0"
"6616","1"
"6617","3"
"6618","0"
"6619","0"
"6620","0"
"6621","3"
"6622","2"
"6623","0"
"6624","0"
"6625","2"
"6626","0"
"6627","0"
"6628","0"
"6629","0"
"6630","1"
"6631","3"
"6632","1"
"6633","2"
"6634","1"
"6635","1"
"6636","4"
"6637","4"
"6638","0"
"6639","4"
"6640","0"
"6641","0"
"6642","1"
"6643","0"
"6644","0"
"6645","0"
"6646","2"
"6647","0"
"6648","0"
"6649","1"
"6650","0"
"6651","0"
"6652","4"
"6653","1"
"6654","4"
"6655","1"
"6656","0"
"6657","0"
"6658","0"
"6659","0"
"6660","4"
"6661","0"
"6662","0"
"6663","0"
"6664","4"
"6665","4"
"6666","1"
"6667","4"
"6668","0"
"6669","0"
"6670","0"
"6671","1"
"6672","0"
"6673","1"
"6674","0"
"6675","1"
"6676","0"
"6677","0"
"6678","0"
"6679","0"
"6680","0"
"6681","4"
"6682","1"
"6683","0"
"6684","0"
"6685","0"
"6686","3"
"6687","0"
"6688","4"
"6689","0"
"6690","2"
"6691","0"
"6692","1"
"6693","0"
"6694","1"
"6695","3"
"6696","0"
"6697","0"
"6698","4"
"6699","0"
"6700","0"
"6701","0"
"6702","0"
"6703","0"
"6704","0"
"6705","0"
"6706","0"
"6707","1"
"6708","3"
"6709","0"
"6710","0"
"6711","1"
"6712","0"
"6713","0"
"6714","1"
"6715","3"
"6716","0"
"6717","3"
"6718","0"
"6719","2"
"6720","0"
"6721","0"
"6722","0"
"6723","0"
"6724","2"
"6725","2"
"6726","0"
"6727","4"
"6728","0"
"6729","4"
"6730","1"
"6731","0"
"6732","0"
"6733","0"
"6734","0"
"6735","1"
"6736","0"
"6737","1"
"6738","4"
"6739","2"
"6740","3"
"6741","3"
"6742","0"
"6743","0"
"6744","0"
"6745","0"
"6746","0"
"6747","0"
"6748","2"
"6749","1"
"6750","0"
"6751","3"
"6752","0"
"6753","0"
"6754","0"
"6755","0"
"6756","0"
"6757","1"
"6758","1"
"6759","1"
"6760","3"
"6761","4"
"6762","0"
"6763","1"
"6764","0"
"6765","0"
"6766","0"
"6767","4"
"6768","0"
"6769","0"
"6770","0"
"6771","0"
"6772","0"
"6773","0"
"6774","0"
"6775","1"
"6776","0"
"6777","4"
"6778","0"
"6779","3"
"6780","0"
"6781","4"
"6782","0"
"6783","1"
"6784","0"
"6785","4"
"6786","4"
"6787","1"
"6788","1"
"6789","1"
"6790","0"
"6791","2"
"6792","1"
"6793","0"
"6794","0"
"6795","0"
"6796","0"
"6797","4"
"6798","0"
"6799","1"
"6800","0"
"6801","3"
"6802","0"
"6803","0"
"6804","1"
"6805","1"
"6806","0"
"6807","0"
"6808","0"
"6809","3"
"6810","3"
"6811","3"
"6812","0"
"6813","4"
"6814","1"
"6815","0"
"6816","0"
"6817","0"
"6818","0"
"6819","0"
"6820","1"
"6821","2"
"6822","2"
"6823","0"
"6824","0"
"6825","0"
"6826","0"
"6827","4"
"6828","2"
"6829","0"
"6830","0"
"6831","0"
"6832","0"
"6833","0"
"6834","0"
"6835","4"
"6836","4"
"6837","0"
"6838","0"
"6839","0"
"6840","3"
"6841","0"
"6842","0"
"6843","1"
"6844","0"
"6845","3"
"6846","0"
"6847","3"
"6848","0"
"6849","3"
"6850","0"
"6851","2"
"6852","0"
"6853","0"
"6854","0"
"6855","1"
"6856","0"
"6857","0"
"6858","1"
"6859","3"
"6860","3"
"6861","1"
"6862","0"
"6863","0"
"6864","1"
"6865","1"
"6866","1"
"6867","0"
"6868","0"
"6869","4"
"6870","0"
"6871","4"
"6872","2"
"6873","2"
"6874","0"
"6875","0"
"6876","0"
"6877","0"
"6878","0"
"6879","0"
"6880","0"
"6881","0"
"6882","0"
"6883","1"
"6884","0"
"6885","0"
"6886","0"
"6887","1"
"6888","1"
"6889","0"
"6890","0"
"6891","2"
"6892","0"
"6893","0"
"6894","0"
"6895","2"
"6896","4"
"6897","0"
"6898","1"
"6899","0"
"6900","0"
"6901","1"
"6902","1"
"6903","0"
"6904","4"
"6905","4"
"6906","0"
"6907","1"
"6908","0"
"6909","0"
"6910","3"
"6911","1"
"6912","0"
"6913","0"
"6914","1"
"6915","1"
"6916","0"
"6917","0"
"6918","0"
"6919","1"
"6920","3"
"6921","4"
"6922","0"
"6923","2"
"6924","2"
"6925","0"
"6926","0"
"6927","4"
"6928","2"
"6929","2"
"6930","0"
"6931","0"
"6932","0"
"6933","0"
"6934","0"
"6935","4"
"6936","0"
"6937","0"
"6938","3"
"6939","4"
"6940","3"
"6941","0"
"6942","1"
"6943","0"
"6944","4"
"6945","3"
"6946","0"
"6947","0"
"6948","2"
"6949","0"
"6950","0"
"6951","1"
"6952","0"
"6953","1"
"6954","4"
"6955","1"
"6956","0"
"6957","0"
"6958","3"
"6959","0"
"6960","4"
"6961","0"
"6962","4"
"6963","0"
"6964","2"
"6965","0"
"6966","4"
"6967","1"
"6968","0"
"6969","0"
"6970","4"
"6971","3"
"6972","4"
"6973","0"
"6974","4"
"6975","0"
"6976","4"
"6977","4"
"6978","4"
"6979","2"
"6980","0"
"6981","0"
"6982","3"
"6983","0"
"6984","0"
"6985","0"
"6986","0"
"6987","4"
"6988","0"
"6989","3"
"6990","0"
"6991","0"
"6992","1"
"6993","0"
"6994","0"
"6995","0"
"6996","1"
"6997","4"
"6998","0"
"6999","0"
"7000","0"
"7001","0"
"7002","0"
"7003","0"
"7004","0"
"7005","1"
"7006","0"
"7007","1"
"7008","0"
"7009","0"
"7010","0"
"7011","0"
"7012","4"
"7013","0"
"7014","3"
"7015","0"
"7016","0"
"7017","0"
"7018","0"
"7019","0"
"7020","0"
"7021","0"
"7022","0"
"7023","0"
"7024","0"
"7025","0"
"7026","0"
"7027","0"
"7028","3"
"7029","3"
"7030","1"
"7031","0"
"7032","1"
"7033","0"
"7034","0"
"7035","0"
"7036","1"
"7037","1"
"7038","1"
"7039","0"
"7040","0"
"7041","1"
"7042","0"
"7043","0"
"7044","2"
"7045","0"
"7046","4"
"7047","0"
"7048","0"
"7049","0"
"7050","2"
"7051","2"
"7052","0"
"7053","0"
"7054","0"
"7055","0"
"7056","0"
"7057","2"
"7058","0"
"7059","2"
"7060","3"
"7061","0"
"7062","0"
"7063","1"
"7064","0"
"7065","0"
"7066","1"
"7067","0"
"7068","0"
"7069","0"
"7070","1"
"7071","3"
"7072","0"
"7073","0"
"7074","0"
"7075","0"
"7076","3"
"7077","4"
"7078","1"
"7079","0"
"7080","1"
"7081","0"
"7082","1"
"7083","0"
"7084","0"
"7085","3"
"7086","3"
"7087","0"
"7088","0"
"7089","4"
"7090","0"
"7091","3"
"7092","0"
"7093","3"
"7094","0"
"7095","3"
"7096","3"
"7097","0"
"7098","1"
"7099","0"
"7100","3"
"7101","0"
"7102","1"
"7103","0"
"7104","0"
"7105","0"
"7106","2"
"7107","0"
"7108","1"
"7109","0"
"7110","3"
"7111","0"
"7112","0"
"7113","4"
"7114","0"
"7115","0"
"7116","1"
"7117","2"
"7118","1"
"7119","0"
"7120","4"
"7121","0"
"7122","2"
"7123","0"
"7124","1"
"7125","2"
"7126","2"
"7127","0"
"7128","0"
"7129","0"
"7130","0"
"7131","0"
"7132","0"
"7133","0"
"7134","0"
"7135","0"
"7136","2"
"7137","0"
"7138","0"
"7139","2"
"7140","0"
"7141","0"
"7142","0"
"7143","0"
"7144","0"
"7145","2"
"7146","3"
"7147","0"
"7148","1"
"7149","0"
"7150","0"
"7151","0"
"7152","1"
"7153","2"
"7154","3"
"7155","2"
"7156","2"
"7157","0"
"7158","4"
"7159","1"
"7160","0"
"7161","0"
"7162","2"
"7163","1"
"7164","0"
"7165","0"
"7166","0"
"7167","0"
"7168","0"
"7169","1"
"7170","1"
"7171","0"
"7172","3"
"7173","1"
"7174","0"
"7175","0"
"7176","1"
"7177","0"
"7178","0"
"7179","0"
"7180","0"
"7181","0"
"7182","2"
"7183","0"
"7184","4"
"7185","0"
"7186","0"
"7187","2"
"7188","1"
"7189","0"
"7190","0"
"7191","1"
"7192","0"
"7193","2"
"7194","4"
"7195","0"
"7196","1"
"7197","1"
"7198","0"
"7199","2"
"7200","1"
"7201","0"
"7202","0"
"7203","1"
"7204","0"
"7205","0"
"7206","0"
"7207","4"
"7208","4"
"7209","2"
"7210","0"
"7211","0"
"7212","0"
"7213","1"
"7214","3"
"7215","0"
"7216","1"
"7217","0"
"7218","2"
"7219","1"
"7220","4"
"7221","1"
"7222","0"
"7223","3"
"7224","4"
"7225","0"
"7226","0"
"7227","0"
"7228","2"
"7229","0"
"7230","4"
"7231","0"
"7232","0"
"7233","3"
"7234","0"
"7235","3"
"7236","4"
"7237","2"
"7238","2"
"7239","0"
"7240","4"
"7241","2"
"7242","1"
"7243","1"
"7244","0"
"7245","2"
"7246","1"
"7247","0"
"7248","0"
"7249","1"
"7250","2"
"7251","2"
"7252","0"
"7253","1"
"7254","3"
"7255","2"
"7256","3"
"7257","0"
"7258","0"
"7259","2"
"7260","0"
"7261","0"
"7262","4"
"7263","0"
"7264","1"
"7265","1"
"7266","0"
"7267","1"
"7268","0"
"7269","4"
"7270","1"
"7271","2"
"7272","0"
"7273","1"
"7274","0"
"7275","4"
"7276","1"
"7277","0"
"7278","3"
"7279","3"
"7280","1"
"7281","2"
"7282","0"
"7283","0"
"7284","0"
"7285","1"
"7286","1"
"7287","4"
"7288","1"
"7289","1"
"7290","2"
"7291","0"
"7292","0"
"7293","4"
"7294","0"
"7295","1"
"7296","1"
"7297","0"
"7298","0"
"7299","0"
"7300","0"
"7301","2"
"7302","4"
"7303","1"
"7304","0"
"7305","0"
"7306","0"
"7307","1"
"7308","1"
"7309","0"
"7310","0"
"7311","1"
"7312","0"
"7313","2"
"7314","0"
"7315","1"
"7316","0"
"7317","0"
"7318","3"
"7319","4"
"7320","4"
"7321","0"
"7322","2"
"7323","4"
"7324","3"
"7325","3"
"7326","3"
"7327","0"
"7328","0"
"7329","0"
"7330","4"
"7331","3"
"7332","0"
"7333","3"
"7334","1"
"7335","0"
"7336","0"
"7337","0"
"7338","1"
"7339","0"
"7340","1"
"7341","4"
"7342","0"
"7343","0"
"7344","4"
"7345","0"
"7346","3"
"7347","0"
"7348","2"
"7349","4"
"7350","0"
"7351","2"
"7352","2"
"7353","4"
"7354","0"
"7355","0"
"7356","0"
"7357","1"
"7358","0"
"7359","0"
"7360","1"
"7361","1"
"7362","0"
"7363","1"
"7364","0"
"7365","0"
"7366","1"
"7367","3"
"7368","0"
"7369","2"
"7370","4"
"7371","0"
"7372","0"
"7373","0"
"7374","1"
"7375","0"
"7376","0"
"7377","1"
"7378","0"
"7379","1"
"7380","4"
"7381","0"
"7382","3"
"7383","4"
"7384","0"
"7385","1"
"7386","4"
"7387","0"
"7388","0"
"7389","2"
"7390","0"
"7391","1"
"7392","3"
"7393","3"
"7394","1"
"7395","0"
"7396","4"
"7397","0"
"7398","1"
"7399","3"
"7400","1"
"7401","0"
"7402","0"
"7403","0"
"7404","1"
"7405","0"
"7406","0"
"7407","0"
"7408","1"
"7409","0"
"7410","4"
"7411","0"
"7412","0"
"7413","4"
"7414","1"
"7415","1"
"7416","0"
"7417","3"
"7418","0"
"7419","0"
"7420","2"
"7421","1"
"7422","0"
"7423","3"
"7424","0"
"7425","0"
"7426","2"
"7427","0"
"7428","0"
"7429","4"
"7430","0"
"7431","0"
"7432","3"
"7433","4"
"7434","0"
"7435","0"
"7436","0"
"7437","2"
"7438","4"
"7439","0"
"7440","2"
"7441","0"
"7442","0"
"7443","1"
"7444","1"
"7445","0"
"7446","0"
"7447","0"
"7448","0"
"7449","0"
"7450","1"
"7451","3"
"7452","3"
"7453","3"
"7454","0"
"7455","0"
"7456","2"
"7457","0"
"7458","4"
"7459","1"
"7460","1"
"7461","3"
"7462","0"
"7463","0"
"7464","4"
"7465","0"
"7466","3"
"7467","0"
"7468","2"
"7469","1"
"7470","3"
"7471","0"
"7472","1"
"7473","4"
"7474","4"
"7475","0"
"7476","1"
"7477","2"
"7478","0"
"7479","1"
"7480","1"
"7481","4"
"7482","3"
"7483","0"
"7484","3"
"7485","0"
"7486","0"
"7487","3"
"7488","1"
"7489","0"
"7490","0"
"7491","4"
"7492","0"
"7493","1"
"7494","0"
"7495","0"
"7496","1"
"7497","1"
"7498","0"
"7499","1"
"7500","4"
"7501","0"
"7502","0"
"7503","4"
"7504","3"
"7505","0"
"7506","0"
"7507","1"
"7508","0"
"7509","0"
"7510","1"
"7511","3"
"7512","3"
"7513","3"
"7514","0"
"7515","0"
"7516","0"
"7517","0"
"7518","1"
"7519","3"
"7520","0"
"7521","4"
"7522","2"
"7523","2"
"7524","0"
"7525","1"
"7526","4"
"7527","0"
"7528","0"
"7529","0"
"7530","0"
"7531","0"
"7532","2"
"7533","1"
"7534","1"
"7535","0"
"7536","0"
"7537","4"
"7538","0"
"7539","1"
"7540","1"
"7541","4"
"7542","2"
"7543","4"
"7544","0"
"7545","0"
"7546","2"
"7547","1"
"7548","3"
"7549","1"
"7550","0"
"7551","0"
"7552","0"
"7553","4"
"7554","0"
"7555","0"
"7556","1"
"7557","1"
"7558","1"
"7559","0"
"7560","0"
"7561","0"
"7562","0"
"7563","0"
"7564","0"
"7565","0"
"7566","0"
"7567","4"
"7568","1"
"7569","0"
"7570","3"
"7571","0"
"7572","0"
"7573","0"
"7574","0"
"7575","1"
"7576","0"
"7577","2"
"7578","0"
"7579","4"
"7580","0"
"7581","0"
"7582","0"
"7583","1"
"7584","1"
"7585","4"
"7586","0"
"7587","2"
"7588","0"
"7589","1"
"7590","0"
"7591","2"
"7592","0"
"7593","0"
"7594","0"
"7595","2"
"7596","0"
"7597","0"
"7598","0"
"7599","0"
"7600","1"
"7601","0"
"7602","0"
"7603","0"
"7604","2"
"7605","0"
"7606","0"
"7607","3"
"7608","0"
"7609","0"
"7610","3"
"7611","0"
"7612","0"
"7613","0"
"7614","0"
"7615","0"
"7616","0"
"7617","0"
"7618","0"
"7619","4"
"7620","0"
"7621","3"
"7622","0"
"7623","1"
"7624","0"
"7625","1"
"7626","0"
"7627","0"
"7628","4"
"7629","0"
"7630","4"
"7631","0"
"7632","0"
"7633","0"
"7634","0"
"7635","3"
"7636","4"
"7637","3"
"7638","4"
"7639","0"
"7640","1"
"7641","1"
"7642","0"
"7643","0"
"7644","0"
"7645","0"
"7646","1"
"7647","0"
"7648","0"
"7649","4"
"7650","0"
"7651","4"
"7652","1"
"7653","2"
"7654","0"
"7655","0"
"7656","1"
"7657","4"
"7658","0"
"7659","3"
"7660","0"
"7661","4"
"7662","0"
"7663","0"
"7664","0"
"7665","0"
"7666","3"
"7667","0"
"7668","0"
"7669","0"
"7670","1"
"7671","4"
"7672","0"
"7673","0"
"7674","0"
"7675","0"
"7676","0"
"7677","0"
"7678","0"
"7679","1"
"7680","4"
"7681","0"
"7682","4"
"7683","1"
"7684","1"
"7685","0"
"7686","1"
"7687","3"
"7688","0"
"7689","1"
"7690","4"
"7691","1"
"7692","1"
"7693","0"
"7694","0"
"7695","4"
"7696","4"
"7697","1"
"7698","0"
"7699","0"
"7700","3"
"7701","1"
"7702","0"
"7703","0"
"7704","1"
"7705","0"
"7706","4"
"7707","0"
"7708","0"
"7709","3"
"7710","1"
"7711","1"
"7712","2"
"7713","3"
"7714","0"
"7715","4"
"7716","4"
"7717","1"
"7718","0"
"7719","0"
"7720","1"
"7721","2"
"7722","1"
"7723","0"
"7724","0"
"7725","0"
"7726","0"
"7727","0"
"7728","0"
"7729","0"
"7730","0"
"7731","1"
"7732","4"
"7733","0"
"7734","0"
"7735","1"
"7736","1"
"7737","4"
"7738","0"
"7739","4"
"7740","3"
"7741","0"
"7742","0"
"7743","4"
"7744","0"
"7745","4"
"7746","3"
"7747","0"
"7748","0"
"7749","0"
"7750","2"
"7751","0"
"7752","0"
"7753","4"
"7754","4"
"7755","2"
"7756","0"
"7757","1"
"7758","4"
"7759","3"
"7760","1"
"7761","4"
"7762","3"
"7763","0"
"7764","0"
"7765","0"
"7766","2"
"7767","4"
"7768","4"
"7769","0"
"7770","1"
"7771","0"
"7772","0"
"7773","1"
"7774","0"
"7775","0"
"7776","1"
"7777","4"
"7778","0"
"7779","3"
"7780","4"
"7781","3"
"7782","0"
"7783","4"
"7784","3"
"7785","0"
"7786","1"
"7787","4"
"7788","2"
"7789","0"
"7790","0"
"7791","0"
"7792","0"
"7793","2"
"7794","0"
"7795","0"
"7796","1"
"7797","2"
"7798","1"
"7799","0"
"7800","4"
"7801","1"
"7802","3"
"7803","0"
"7804","2"
"7805","4"
"7806","4"
"7807","0"
"7808","4"
"7809","3"
"7810","0"
"7811","2"
"7812","4"
"7813","0"
"7814","0"
"7815","0"
"7816","2"
"7817","0"
"7818","3"
"7819","4"
"7820","1"
"7821","3"
"7822","0"
"7823","0"
"7824","1"
"7825","0"
"7826","0"
"7827","1"
"7828","0"
"7829","1"
"7830","1"
"7831","0"
"7832","0"
"7833","0"
"7834","0"
"7835","0"
"7836","0"
"7837","0"
"7838","3"
"7839","0"
"7840","1"
"7841","4"
"7842","0"
"7843","0"
"7844","1"
"7845","2"
"7846","0"
"7847","2"
"7848","0"
"7849","1"
"7850","4"
"7851","2"
"7852","3"
"7853","0"
"7854","0"
"7855","0"
"7856","0"
"7857","0"
"7858","1"
"7859","0"
"7860","0"
"7861","4"
"7862","0"
"7863","0"
"7864","4"
"7865","0"
"7866","0"
"7867","4"
"7868","0"
"7869","0"
"7870","4"
"7871","0"
"7872","2"
"7873","0"
"7874","4"
"7875","0"
"7876","1"
"7877","0"
"7878","0"
"7879","3"
"7880","0"
"7881","1"
"7882","2"
"7883","0"
"7884","3"
"7885","0"
"7886","3"
"7887","0"
"7888","0"
"7889","4"
"7890","1"
"7891","1"
"7892","0"
"7893","1"
"7894","4"
"7895","0"
"7896","1"
"7897","1"
"7898","1"
"7899","0"
"7900","0"
"7901","2"
"7902","0"
"7903","2"
"7904","0"
"7905","0"
"7906","0"
"7907","2"
"7908","0"
"7909","1"
"7910","0"
"7911","1"
"7912","0"
"7913","3"
"7914","2"
"7915","0"
"7916","1"
"7917","2"
"7918","0"
"7919","0"
"7920","1"
"7921","0"
"7922","4"
"7923","0"
"7924","0"
"7925","1"
"7926","0"
"7927","0"
"7928","0"
"7929","0"
"7930","0"
"7931","1"
"7932","0"
"7933","3"
"7934","0"
"7935","0"
"7936","0"
"7937","1"
"7938","3"
"7939","0"
"7940","2"
"7941","0"
"7942","1"
"7943","0"
"7944","0"
"7945","1"
"7946","1"
"7947","0"
"7948","1"
"7949","2"
"7950","1"
"7951","0"
"7952","0"
"7953","0"
"7954","0"
"7955","1"
"7956","0"
"7957","2"
"7958","2"
"7959","0"
"7960","1"
"7961","2"
"7962","3"
"7963","1"
"7964","0"
"7965","1"
"7966","1"
"7967","1"
"7968","1"
"7969","0"
"7970","0"
"7971","0"
"7972","3"
"7973","0"
"7974","2"
"7975","2"
"7976","0"
"7977","0"
"7978","0"
"7979","1"
"7980","2"
"7981","1"
"7982","3"
"7983","3"
"7984","0"
"7985","0"
"7986","0"
"7987","0"
"7988","0"
"7989","0"
"7990","0"
"7991","0"
"7992","0"
"7993","0"
"7994","4"
"7995","0"
"7996","0"
"7997","2"
"7998","2"
"7999","0"
"8000","0"
"8001","0"
"8002","0"
"8003","0"
"8004","0"
"8005","0"
"8006","4"
"8007","1"
"8008","0"
"8009","0"
"8010","1"
"8011","0"
"8012","0"
"8013","3"
"8014","4"
"8015","1"
"8016","0"
"8017","0"
"8018","0"
"8019","0"
"8020","1"
"8021","0"
"8022","4"
"8023","0"
"8024","0"
"8025","0"
"8026","0"
"8027","3"
"8028","0"
"8029","0"
"8030","4"
"8031","0"
"8032","0"
"8033","0"
"8034","3"
"8035","4"
"8036","0"
"8037","3"
"8038","0"
"8039","0"
"8040","0"
"8041","0"
"8042","1"
"8043","3"
"8044","0"
"8045","0"
"8046","0"
"8047","0"
"8048","0"
"8049","0"
"8050","2"
"8051","0"
"8052","0"
"8053","0"
"8054","0"
"8055","3"
"8056","1"
"8057","0"
"8058","0"
"8059","0"
"8060","3"
"8061","0"
"8062","0"
"8063","2"
"8064","1"
"8065","0"
"8066","0"
"8067","0"
"8068","0"
"8069","2"
"8070","0"
"8071","0"
"8072","0"
"8073","0"
"8074","3"
"8075","3"
"8076","2"
"8077","2"
"8078","0"
"8079","4"
"8080","4"
"8081","1"
"8082","4"
"8083","0"
"8084","0"
"8085","0"
"8086","1"
"8087","0"
"8088","1"
"8089","2"
"8090","0"
"8091","0"
"8092","0"
"8093","0"
"8094","0"
"8095","0"
"8096","0"
"8097","2"
"8098","2"
"8099","0"
"8100","0"
"8101","0"
"8102","0"
"8103","1"
"8104","3"
"8105","1"
"8106","0"
"8107","0"
"8108","3"
"8109","0"
"8110","0"
"8111","2"
"8112","3"
"8113","0"
"8114","0"
"8115","0"
"8116","4"
"8117","0"
"8118","0"
"8119","4"
"8120","4"
"8121","4"
"8122","4"
"8123","2"
"8124","1"
"8125","1"
"8126","0"
"8127","0"
"8128","4"
"8129","3"
"8130","0"
"8131","0"
"8132","3"
"8133","0"
"8134","0"
"8135","0"
"8136","3"
